,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
736,1657979163,False,finalized,3,04/08/18 21:50,"""1""",0.0,0.0,"""001""",0,0.6667,Tue Jun 11 19:36:37 +0000 2013,3.45e+17,rt usrId chaos overtakes istanbul protests tear gas water cannons fireworks httpAddress details live on usrId tv .,1,1,chaos overtakes tear gas water cannons fireworks details live tv
737,1657979164,False,finalized,3,04/04/18 09:12,"""010""",0.0,0.6658,"""111""",1,1.0,Tue Jun 11 05:58:17 +0000 2013,3.44e+17,rt usrId i love the smell of teargas in the httpAddress #turkey #occupygezi,1,0,love smell teargas
738,1657979167,False,finalized,3,4/27/2018 17:18:44,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 10:20:30 +0000 2013,3.47e+17,rt usrId turkey like an httpAddress layer after layer gezi park was an armenian cemetery and land before being confiscated by the stat,0,0,like layer layer armenian cemetery land confiscated stat
739,1657979168,False,finalized,3,04/03/18 19:00,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 06:09:31 +0000 2013,3.41e+17,iamsatellights just eatin a turkey sandwich i want panera meow,0,0,iamsatellights eatin sandwich want panera meow
740,1657979171,False,finalized,3,4/21/2018 18:11:12,"""001""",0.0,0.6783,"""111""",1,1.0,Sun Jun 02 12:53:24 +0000 2013,3.41e+17,rt usrId lu sur un mur un graphe tayyip and its chemical httpAddress #occupygezi,1,0,lu sur un mur un graphe tayyip chemical
741,1657979172,False,finalized,3,04/03/18 18:24,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 09 20:49:15 +0000 2013,3.44e+17,turkish protesters call for continued demonstrations erdogan defiant haaretz httpAddress httpAddress usrId,1,0,call continued demonstrations erdogan defiant haaretz
742,1657979174,False,finalized,3,4/22/2018 18:46:35,"""0""",0.0,0.0,"""001""",0,0.6667,Mon Jun 24 12:40:32 +0000 2013,3.49e+17,rt usrId thousands of fenerbahce fans marching to taksim httpAddress httpAddress httpAddress,1,0,thousands fenerbahce fans marching
743,1657979176,False,finalized,3,04/03/18 18:07,"""00""",0.0,0.6721,"""011""",1,0.6721,Thu Jun 13 10:44:26 +0000 2013,3.45e+17,simply to stage things won t work on such big public httpAddress see usrId as an #arena with 9 99 99 live spectators as drama httpAddress,0,0,simply stage things work big public see arena live spectators drama
744,1657979177,False,finalized,3,4/13/2018 07:01:45,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 13 22:12:20 +0000 2013,3.45e+17,rt usrId the trtnews channel was broadcasting the governor s httpAddress says you shouldn t broadcast httpAddress our knowledge they go off,0,0,trtnews channel broadcasting governor says broadcast knowledge go
745,1657979179,False,finalized,3,4/22/2018 20:37:01,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 21:07:22 +0000 2013,3.42e+17,rt usrId usrId going spain and turkey this year #luckyboy until you remember you are going with uncle usrId #unluckyboy,0,0,going spain year luckyboy remember going uncle unluckyboy
746,1657979181,False,finalized,3,04/06/18 13:58,"""0""",0.0,0.0,"""010""",0,0.6738,Thu Jun 20 07:21:52 +0000 2013,3.48e+17,well done #erdogan power has gone to your head and brought your folks to the breaking point httpAddress,0,0,well done erdogan power gone head brought folks breaking point
747,1657979182,False,finalized,3,04/03/18 22:25,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 18:57:33 +0000 2013,3.43e+17,within a common horizon at luxembourg amp ,0,0,within common horizon luxembourg
748,1657979184,False,finalized,3,04/03/18 21:04,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 09:38:02 +0000 2013,3.41e+17,rt usrId a guide to whats going on in istanbuls gezi park httpAddress #gezipark #occupygezi #direngezipark,1,0,guide whats going istanbuls gezipark
749,1657979185,False,finalized,3,04/03/18 19:09,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 04 23:18:15 +0000 2013,3.42e+17,the executive editor of one of turkeys most prominent news networks apologized to reporters for ignoring protests httpAddress,1,0,executive editor one turkeys prominent news networks apologized reporters ignoring
750,1657979187,False,finalized,3,04/09/18 16:53,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 19:03:22 +0000 2013,3.41e+17,usrId turkish police use excessive force to peaceful httpAddress #geziparki #direngaziparki please rt,1,1,police use excessive force peaceful direngaziparki please
751,1657979189,False,finalized,3,4/21/2018 18:13:48,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 09 16:59:01 +0000 2013,3.44e+17,rt usrId this is what s happenning in istanbul right now #direngezipark #capulchulartakipleiyor httpAddress,1,0,happenning right capulchulartakipleiyor
752,1657979190,False,finalized,3,04/10/18 15:51,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 16:22:06 +0000 2013,3.45e+17,statement by hrvp catherine ashton on the latest developments in turkey httpAddress,0,0,statement hrvp catherine ashton latest developments
753,1657979192,False,finalized,3,04/07/18 16:07,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 14:42:31 +0000 2013,3.4e+17,#erdoan s #turkey #rt #direngeziparki #occupygezi what a shame !! utanc resmi ! httpAddress,1,0,erdoan shame utanc resmi
754,1657979193,False,finalized,3,04/04/18 09:27,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 01:13:07 +0000 2013,3.49e+17,usrId usrId you cant stop rise of the turkey httpAddress,0,0,cant stop rise
755,1657979194,False,finalized,3,04/03/18 18:58,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 13:01:00 +0000 2013,3.47e+17,turkey may deploy army to quell anti government protests httpAddress,1,0,deploy army quell anti government
756,1657979195,False,finalized,3,4/27/2018 17:17:46,"""0""",0.0,0.0,"""010""",0,0.6783,Tue Jun 11 09:11:36 +0000 2013,3.44e+17,lool alarabiya eng #breakingnews in a live speech #erdogan blames the media and social media networks for the ongoing unrest in #turkey,0,0,lool alarabiya eng breakingnews live speech erdogan blames media social media networks ongoing unrest
757,1657979196,False,finalized,3,04/03/18 19:09,"""110""",1.0,0.6594,"""111""",1,1.0,Sun Jun 09 20:20:02 +0000 2013,3.44e+17,rt usrId turkey protesters get creative to fight back against tear gas,1,0,get creative fight back tear gas
758,1657979197,False,finalized,3,4/22/2018 18:48:54,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 17:18:04 +0000 2013,3.49e+17,healed turkey vulture set free into the niagara gorge httpAddress,0,0,healed vulture set free niagara gorge
759,1657979199,False,finalized,3,4/14/2018 05:48:51,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 17:20:11 +0000 2013,3.45e+17,my sandwich just consisted of turkey ham sunny side up egg bacon pepper jack cheese and mango httpAddress if you were wanting to know,0,0,sandwich consisted ham sunny side egg bacon pepper jack cheese mango wanting know
760,1657979200,False,finalized,3,04/07/18 10:25,"""1""",0.0,0.0,"""010""",0,0.6786,Sat Jun 01 23:55:02 +0000 2013,3.41e+17,usrId usrId usrId usrId httpAddress gas they use is different than the tear gas this time httpAddress,0,0,gas use different tear gas time
761,1657979201,False,finalized,3,04/03/18 17:54,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 16:11:18 +0000 2013,3.41e+17,rt usrId days of intense protests in turkey prompt the question is this a turkish spring ? httpAddress,1,0,days intense prompt question spring
762,1657979202,False,finalized,3,04/04/18 08:57,"""011""",1.0,0.6684,"""111""",1,1.0,Sun Jun 02 12:06:32 +0000 2013,3.41e+17, rt usrId turkish protesters continue to gather at taksim square following withdrawal of heavy police presence httpAddress ,1,0,continue gather square following withdrawal heavy police presence
763,1657979204,False,finalized,3,4/23/2018 09:39:35,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 19:52:25 +0000 2013,3.45e+17,carlyraejepsen please come to turkey please carly please,0,0,carlyraejepsen please come please carly please
764,1657979205,False,finalized,3,04/03/18 19:29,"""1""",0.0,0.0,"""100""",0,0.6667,Sun Jun 23 16:32:01 +0000 2013,3.49e+17,rt usrId crazy to think these streets were filled with clashes DD hours httpAddress now thescene of happy pride httpAddress #istanbul httpAddress,0,1,crazy think streets filled clashes hours thescene happy pride
765,1657979207,False,finalized,3,04/03/18 21:07,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 18:58:27 +0000 2013,3.45e+17,rt usrId photo clashes continue in #taksim square between turkish police and protesters httpAddress httpAddress,1,1,photo clashes continue square police
766,1657979208,False,finalized,3,04/04/18 09:01,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 05:14:20 +0000 2013,3.41e+17,rt usrId turkcell we received political pressure to block communications in #turkey httpAddress #occupygezi #direnturkiye,1,0,turkcell received political pressure block communications direnturkiye
767,1657979210,False,finalized,3,04/04/18 09:27,"""011""",1.0,0.6684,"""111""",1,1.0,Thu Jun 13 00:35:58 +0000 2013,3.45e+17,rt usrId turkey police attack to peaceful unable person at taksim square gezi httpAddress httpAddress via usrId #occupytu,1,1,police attack peaceful unable person square via occupytu
768,1657979211,False,finalized,3,04/07/18 15:28,"""0""",0.0,0.0,"""100""",0,0.6667,Mon Jun 03 15:20:36 +0000 2013,3.42e+17,rt usrId after some called erdogan son of a whore seen in gezi we whores don t think he s our sonsigned sex httpAddress httpAddress,0,0,called erdogan son whore seen whores think sonsigned sex
769,1657979212,False,finalized,3,04/03/18 19:17,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 21:05:07 +0000 2013,3.41e+17,rt usrId photoset forest dreams turkey needs support as always the media try to hide the truth httpAddress,0,0,photoset forest dreams needs support always media try hide truth
770,1657979217,False,finalized,3,4/22/2018 20:37:01,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 20:13:19 +0000 2013,3.41e+17,turkish riot police break up peaceful sit in to protect istanbul park istanbul turkish riot police used httpAddress httpAddress,1,1,riot police break peaceful sit protect riot police used
771,1657979218,False,finalized,3,04/03/18 18:43,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 05:06:57 +0000 2013,3.44e+17,rt usrId riot police enter taksim square istanbul focus of ongoing anti government protest in turkey,1,0,riot police enter square focus ongoing anti government
772,1657979220,False,finalized,3,04/06/18 12:05,"""0""",0.0,0.0,"""100""",0,0.6621,Thu Jun 13 18:02:02 +0000 2013,3.45e+17,rt usrId turkish tv channel hayat tv shut down ! bcz its broadcasting of taksim protests,1,0,tv channel hayat tv shut bcz broadcasting
773,1657979221,False,finalized,3,4/21/2018 18:05:25,"""0""",0.0,0.0,"""001""",0,0.6783,Sat Jun 08 19:53:13 +0000 2013,3.43e+17,rt usrId turkey protestors demands given a dose of reality by httpAddress the good the bad and the ridiculous httpAddress,1,0,protestors demands given dose reality good bad ridiculous
774,1657979222,False,finalized,3,04/03/18 21:15,"""00""",0.0,0.6658,"""101""",1,0.6658,Sat Jun 01 07:10:17 +0000 2013,3.41e+17,istanbul park protests sow the seeds of a turkish spring richard seymour httpAddress via usrId,1,0,sow seeds spring richard seymour via
775,1657979223,False,finalized,3,4/21/2018 17:58:30,"""0""",0.0,0.0,"""001""",0,0.6783,Mon Jun 03 12:01:15 +0000 2013,3.42e+17,rt usrId prime minister erdogan of #turkey can call usrId a menace but social media are now a political fact of httpAddress httpAddress,0,0,prime minister erdogan call menace social media political fact
776,1657979224,False,finalized,3,04/03/18 18:08,"""0""",0.0,0.0,"""001""",0,0.6594,Mon Jun 17 17:13:32 +0000 2013,3.47e+17,rt usrId meanwhile at a nearby restaurant toma turkish water cannon is on the menu #occupygezi #gezihumours httpAddress,0,0,meanwhile nearby restaurant toma water cannon menu gezihumours
777,1657979225,False,finalized,3,04/03/18 17:51,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 22 13:40:33 +0000 2013,3.48e+17,rt usrId cia and special operations troops have trained the rebels in anti tank and antiaircraft weaponry in jordan and turkey httpAddress,1,0,cia special operations troops trained rebels anti tank antiaircraft weaponry jordan
778,1657979227,False,finalized,3,04/03/18 19:22,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 23:09:59 +0000 2013,3.41e+17,rt usrId police officers attacked a group of peaceful demonstrators in istanbul s taksim httpAddress httpAddress,1,1,police officers attacked group peaceful demonstrators
779,1657979228,False,finalized,3,04/04/18 09:01,"""0""",0.0,0.0,"""010""",0,0.6658,Mon Jun 24 21:05:37 +0000 2013,3.49e+17,eu seeks to look beyond turkey protests httpAddress,1,0,eu seeks look beyond
781,1657979231,False,finalized,3,04/06/18 15:57,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 22:03:56 +0000 2013,3.41e+17,a revolution is httpAddress stay httpAddress spread the httpAddress #occupygezi #direngeziparki #occupyturkey httpAddress,0,0,revolution stay spread occupyturkey
782,1657979232,False,finalized,3,04/03/18 19:37,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 14:39:09 +0000 2013,3.42e+17,for those who want D understand what is happening right now in #istanbul with #direngezipark #occupygezi httpAddress via usrId,1,0,want understand happening right via
783,1657979233,False,finalized,3,04/03/18 22:50,"""00""",0.0,0.6712,"""101""",1,0.6712,Thu Jun 13 20:32:49 +0000 2013,3.45e+17,rt usrId somehow bagpipes yep the scottish kind appeared on the httpAddress no idea how that httpAddress #occupygezi httpAddress,0,0,somehow bagpipes yep scottish kind appeared idea
784,1657979235,False,finalized,3,04/03/18 21:53,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 09 21:10:17 +0000 2013,3.44e+17,rt usrId erdogan losing patience on protests httpAddress,1,0,erdogan losing patience
785,1657979237,False,finalized,3,4/22/2018 12:57:46,"""101""",1.0,0.6609,"""111""",1,1.0,Sat Jun 01 09:11:13 +0000 2013,3.41e+17,rt usrId usrId in turkey at least DD injured as police clash with protesters at gezi park httpAddress #occupygezi http,1,1,least injured police clash
786,1657979239,False,finalized,3,04/03/18 17:39,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 10:02:26 +0000 2013,3.49e+17,rt usrId #toilet history the roman flush toilet #travel #photo #turkey #offbeat #ttot httpAddress,0,0,toilet history roman flush toilet travel photo offbeat ttot
787,1657979240,False,finalized,3,04/03/18 21:02,"""1""",0.0,0.0,"""010""",0,0.6748,Sat Jun 01 09:31:18 +0000 2013,3.41e+17,turkey bloody friday httpAddress via usrId usrId,0,0,bloody friday via
788,1657979241,False,finalized,3,04/03/18 22:17,"""0""",0.0,0.0,"""010""",0,0.6526,Fri Jun 14 09:37:27 +0000 2013,3.45e+17,a deeper look at erdogan s psych httpAddress by usrId #turkey #taksim,0,0,deeper look erdogan psych
789,1657979243,False,finalized,3,04/03/18 18:58,"""00""",0.0,0.6748,"""011""",1,0.6748,Sun Jun 16 11:03:04 +0000 2013,3.46e+17,#resistanbul #istanbul #turkey #1milyonbuguntaksime stand strong #thewholeworldiswatching rt for #turkish #solidarity httpAddress,0,0,resistanbul milyonbuguntaksime stand strong thewholeworldiswatching solidarity
790,1657979244,False,finalized,3,04/03/18 19:41,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 15:22:28 +0000 2013,3.49e+17,usrId haha na i m just teaching english in turkey for the summer,0,0,haha na teaching english summer
791,1657979245,False,finalized,3,04/07/18 09:56,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 15:29:55 +0000 2013,3.4e+17,rt usrId in a hot air balloon high above cappadocia turkey s fairey chimneys httpAddress,0,0,hot air balloon high cappadocia fairey chimneys
792,1657979247,False,finalized,3,4/18/2018 05:40:22,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 16:12:28 +0000 2013,3.46e+17,#taksim #istanbul #turkey erdogan s ak supporters vested httpAddress the danger of politicalparties prevents democracy httpAddress,0,0,erdogan ak supporters vested danger politicalparties prevents democracy
793,1657979248,False,finalized,3,4/23/2018 09:37:26,"""0""",0.0,0.0,"""001""",0,0.6783,Tue Jun 04 08:47:07 +0000 2013,3.42e+17,meanwhile in httpAddress revolution is not televised httpAddress,0,0,meanwhile revolution televised
794,1657979249,False,finalized,3,4/23/2018 09:30:58,"""001""",0.0,0.6783,"""111""",1,1.0,Mon Jun 03 00:26:34 +0000 2013,3.41e+17,government should respect the peaceful protesters and act to aleviate httpAddress we grieve for losses and injuries #occupygezi #occupyturkey,1,0,government respect peaceful act aleviate grieve losses injuries occupyturkey
796,1657979251,False,finalized,3,04/07/18 17:16,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 20:55:53 +0000 2013,3.45e+17,lol i just saw a turkey tetrazzini and my mind run on that chicken tetrazzini woman from maury of jerry httpAddress,0,0,lol saw tetrazzini mind run chicken tetrazzini woman maury jerry
797,1657979252,False,finalized,3,4/13/2018 06:57:17,"""000""",0.0,1.0,"""111""",1,1.0,Fri Jun 07 10:07:35 +0000 2013,3.43e+17,contours of a new republic and signals from the past how to understand taksim square httpAddress #occupygezi #direngezi,0,0,contours new republic signals past understand square direngezi
798,1657979254,False,finalized,3,04/07/18 17:14,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 18:40:14 +0000 2013,3.41e+17,rt usrId pm erdogan says it doesn t matter how much alcohol you consume one glass a week or more if you drink you are alcoh,0,0,erdogan says matter much alcohol consume one glass week drink alcoh
799,1657979258,False,finalized,3,4/21/2018 18:07:22,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 21:26:06 +0000 2013,3.46e+17,usrId turkey gov breaks geneva httpAddress,0,0,gov breaks geneva
